beta,gamma
0.180406,0.016219
0.280377,0.025022
0.445696,0.026339
0.183139,0.041503
0.361886,0.031479
0.202245,0.057853
0.445601,0.018221
0.270155,0.016319
0.281151,0.027610
0.197362,0.028754
0.162396,0.046184
0.365079,0.024271
0.234314,0.012507
0.405289,0.013802
0.293402,0.012785
0.333898,0.021231
0.338487,0.015812
0.237276,0.014737
0.198833,0.012029
0.214311,0.023450
0.301034,0.023079
0.196113,0.037373
0.143236,0.038206
0.300691,0.052848
0.328290,0.018833
0.140514,0.018512
0.204567,0.030176
0.472171,0.016830
0.432815,0.022657
0.286450,0.059335
0.176736,0.034681
0.313909,0.031656
0.365213,0.034954
0.338122,0.035976
0.273946,0.078315
0.213801,0.014017
0.244151,0.058117
0.195178,0.054123
0.253204,0.029407
0.183633,0.032774
0.322516,0.046630
0.226894,0.021153
0.232914,0.089506
0.173207,0.033464
0.170567,0.019377
0.398395,0.015680
0.173675,0.017537
0.194457,0.014164
0.203544,0.014703
0.133535,0.019888
0.256463,0.050291
0.258445,0.087588
0.219447,0.015928
0.358079,0.015644
0.280894,0.036911
0.339556,0.048026
0.193192,0.048722
0.172442,0.022351
0.301942,0.014846
0.308646,0.061062
0.254374,0.014596
0.207449,0.023450
0.323975,0.032491
0.234562,0.025477
0.159911,0.020346
0.173754,0.034720
0.227129,0.076044
0.369799,0.049174
0.265784,0.046519
0.232434,0.018510
0.194875,0.049662
0.213518,0.012050
0.280139,0.099267
0.159782,0.014781
0.442730,0.033242
0.353611,0.034030
0.177999,0.035971
0.291920,0.067247
0.313624,0.031413
0.356019,0.040519
0.153450,0.018736
0.301414,0.114683
0.234765,0.036362
0.225802,0.034172
0.192219,0.014556
0.174098,0.018455
0.223543,0.019885
0.463715,0.024056
0.320289,0.087836
0.151817,0.013548
0.169933,0.038279
0.179726,0.026049
0.201143,0.021755
0.226341,0.020531
0.226945,0.057764
0.298143,0.036800
0.129190,0.026286
0.246610,0.016719
0.217661,0.063255
0.354077,0.017915
0.280432,0.018123
0.287269,0.030362
0.187668,0.019441
0.419572,0.046988
0.160530,0.041884
0.183305,0.023843
0.123656,0.027623
0.221083,0.012695
0.217995,0.047567
0.303101,0.079723
0.462196,0.034311
0.187815,0.052349
0.156000,0.039130
0.179622,0.017232
0.159584,0.043716
0.290967,0.077434
0.158199,0.013624
0.200229,0.076751
0.259981,0.018780
0.101281,0.020947
0.189654,0.013260
0.188778,0.016644
0.404816,0.028638
0.103503,0.020235
0.361944,0.025193
0.201668,0.069263
0.248858,0.025082
0.202574,0.012353
0.116218,0.021317
0.199285,0.026378
0.221502,0.052630
0.175404,0.064340
0.248662,0.046816
0.152653,0.019003
0.199396,0.054020
0.271171,0.035644
0.234419,0.052627
0.300979,0.016054
0.142548,0.031890
0.198754,0.023108
0.283241,0.022167
0.265924,0.058789
0.308588,0.031184
0.236758,0.020911
0.149916,0.017291
0.237120,0.011727
0.246297,0.079989
0.226238,0.035015
0.282155,0.014550
0.174514,0.031266
0.207102,0.029959
0.234637,0.029227
0.277157,0.023530
0.294995,0.074626
0.213718,0.069309
0.202509,0.028719
0.165068,0.013665
0.287644,0.023863
0.235138,0.089527
0.282224,0.045875
0.285584,0.021107
0.220169,0.076817
0.160269,0.027245
0.227106,0.077926
0.106560,0.021547
0.425122,0.029706
0.209736,0.036657
0.349546,0.030699
0.296809,0.067078
0.309311,0.033295
0.214206,0.018666
0.380403,0.033427
0.142053,0.039284
0.456750,0.034008
0.133432,0.027685
0.156404,0.029213
0.147929,0.021783
0.427638,0.038813
0.212992,0.015820
0.244925,0.020701
0.141223,0.028538
0.187619,0.030659
0.135977,0.036402
0.276761,0.023673
0.153669,0.049147
0.178723,0.020099
0.236681,0.016447
0.205370,0.018065
0.210157,0.018680
0.345332,0.058433
0.336584,0.069804
0.129902,0.020599
0.155373,0.036376
0.160175,0.031938
0.408530,0.041377
0.228144,0.052050
0.277392,0.013927
0.185522,0.036992
0.198169,0.063001
0.438932,0.040433
0.195424,0.032090
0.247266,0.012298
0.162328,0.013602
0.271556,0.037367
0.453720,0.022405
0.242916,0.033199
0.306901,0.014017
0.384637,0.030618
0.257458,0.015497
0.158172,0.031911
0.153249,0.015144
0.247034,0.041248
0.184668,0.025135
0.313942,0.020659
0.314982,0.066970
0.285487,0.060451
0.355433,0.034757
0.388281,0.053755
0.169382,0.032347
0.253685,0.029409
0.235062,0.021354
0.190168,0.029475
0.155359,0.025575
0.219533,0.038463
0.160899,0.025158
0.169169,0.032898
0.262227,0.054145
0.226191,0.064587
0.218915,0.018953
0.435909,0.050019
0.237416,0.018525
0.161798,0.029450
0.401408,0.016979
0.286208,0.095058
0.252697,0.060065
0.229568,0.068561
0.399173,0.044541
0.184263,0.016467
0.197330,0.016079
0.209561,0.051060
0.385939,0.041274
0.220352,0.062901
0.232510,0.026590
0.297087,0.040683
0.137632,0.027245
0.211991,0.046201
0.236267,0.065677
0.285285,0.019333
0.259322,0.035461
0.182935,0.027059
0.311602,0.033934
0.199826,0.035311
0.217648,0.046568
0.363461,0.043962
0.438329,0.029149
0.261010,0.066019
0.149682,0.019069
0.232824,0.020732
0.414896,0.020893
0.274747,0.016154
0.334061,0.016960
0.272815,0.016115
0.158898,0.031572
0.246203,0.070520
0.196218,0.078560
0.373110,0.059101
0.209231,0.017787
0.180818,0.017222
0.293558,0.099616
0.231382,0.031447
0.147823,0.026498
0.136498,0.027582
0.166706,0.017980
0.236367,0.067531
0.274150,0.050864
0.280664,0.081073
0.161274,0.025477
0.251163,0.028599
0.386731,0.016096
0.183932,0.056349
0.204538,0.061723
0.296401,0.025706
0.226989,0.044512
0.245064,0.013882
0.396922,0.018725
0.219058,0.070399
0.262320,0.044127
0.268845,0.028882
0.289437,0.027001
0.448882,0.014591
0.227340,0.016739
0.173797,0.046323
0.260074,0.029066
0.277684,0.028622
0.175684,0.030156
0.156971,0.016748
0.167742,0.039546
0.287641,0.054592
0.165666,0.017892
0.151459,0.016480
0.187376,0.030538
0.176904,0.055571
0.260354,0.061948
0.399517,0.017119
0.231837,0.064346
0.213919,0.016269
0.214875,0.093211
0.195301,0.034572
0.134131,0.016046
0.328511,0.044591
0.222121,0.028517
0.451525,0.022191
0.289215,0.013575
0.202968,0.040947
0.353681,0.016336
0.108690,0.022382
0.297583,0.032177
0.324013,0.022204
0.348826,0.023420
0.314520,0.048207
0.234105,0.073848
0.213382,0.026519
0.402407,0.019992
0.308321,0.049210
0.436833,0.033958
0.293182,0.013431
0.281571,0.012953
0.338152,0.026110
0.124635,0.033924
0.353621,0.037382
0.206944,0.050028
0.435011,0.023002
0.264251,0.043986
0.160077,0.032869
0.274108,0.060095
0.376880,0.021279
0.216415,0.056107
0.214487,0.039052
0.135624,0.028439
0.131467,0.028013
0.211356,0.076429
0.295578,0.074858
0.365129,0.052520
0.343018,0.026719
0.281107,0.095941
0.191102,0.016485
0.332460,0.022536
0.145077,0.031240
0.488993,0.029401
0.196184,0.022817
0.155552,0.017550
0.489135,0.022273
0.110396,0.025063
0.159760,0.026189
0.461120,0.034333
0.229595,0.071619
0.186595,0.013546
0.171919,0.014595
0.368252,0.032989
0.224294,0.031863
0.144889,0.033980
0.435489,0.027844
0.304250,0.029328
0.369095,0.045834
0.175673,0.034003
0.138268,0.032884
0.388037,0.014063
0.216461,0.061647
0.203606,0.019933
0.212054,0.012674
0.394711,0.014673
0.245582,0.016348
0.172698,0.046101
0.174501,0.045441
0.152668,0.017912
0.383501,0.026572
0.292002,0.015250
0.282226,0.095750
0.152862,0.032907
0.383071,0.026177
0.293100,0.056890
0.355445,0.036067
0.220147,0.022372
0.493971,0.019492
0.201293,0.036639
0.164035,0.045364
0.192602,0.044108
0.179094,0.065025
0.150524,0.015873
0.376120,0.057596
0.305155,0.029117
0.219890,0.016956
0.159488,0.016719
0.188302,0.019778
0.154398,0.026874
0.380867,0.022703
0.218255,0.081567
0.220925,0.044968
0.268423,0.066841
0.414349,0.036160
0.308564,0.067559
0.483111,0.016485
0.288548,0.033171
0.174354,0.025151
0.267587,0.037458
0.141425,0.040017
0.468190,0.016304
0.111781,0.022370
0.223008,0.061049
0.288580,0.065882
0.351281,0.027055
0.219034,0.016340
0.129184,0.033785
0.260182,0.027636
0.190637,0.051026
0.284838,0.054000
0.321005,0.056562
0.214709,0.032578
0.382355,0.048377
0.256209,0.019927
0.210882,0.057696
0.219354,0.035778
0.238488,0.047558
0.130311,0.020336
0.294773,0.118142
0.335416,0.014105
0.367842,0.052839
0.262537,0.083499
0.265405,0.082852
0.210953,0.017930
0.367520,0.039625
0.293540,0.090489
0.258859,0.012586
0.275036,0.016415
0.285417,0.046657
0.325965,0.034826
0.125369,0.025721
0.330314,0.040455
0.374590,0.016509
0.304658,0.015219
0.318696,0.016595
0.222480,0.062069
0.227516,0.022233
0.203172,0.017752
0.269720,0.017190
0.375135,0.053368
0.260170,0.081279
0.301374,0.015574
0.169587,0.018943
0.310174,0.025100
0.275516,0.064199
0.301032,0.074578
0.311666,0.022746
0.362184,0.024274
0.117464,0.018557
0.157465,0.022701
0.235683,0.049545
0.197070,0.033278
0.151198,0.055415
0.115246,0.020709
0.197583,0.024246
0.259441,0.094841
0.171612,0.058873
0.250886,0.016170
0.180133,0.012759
0.136312,0.016880
0.312064,0.016942
0.319247,0.020114
0.148794,0.036629
0.231502,0.070909
0.360464,0.014307
0.121102,0.019115
0.328046,0.061033
0.294954,0.023361
0.172370,0.030224
0.329972,0.062946
0.122230,0.015990
0.283189,0.066363
0.309719,0.071701
0.147857,0.017301
0.220891,0.019617
0.125800,0.018010
0.304471,0.071977
0.430031,0.034742
0.181027,0.016297
0.115444,0.024923
0.275495,0.050436
0.226584,0.028258
0.261384,0.015141
0.379079,0.016742
0.108065,0.018423
0.315797,0.035238
0.270978,0.011972
0.390210,0.048470
0.312804,0.075353
0.506735,0.042805
0.187872,0.047173
0.298418,0.019270
0.159743,0.025920
0.136652,0.026445
0.187294,0.015085
0.348251,0.032053
0.289905,0.030559
0.190816,0.017922
0.162729,0.058049
0.356302,0.015563
0.239517,0.021624
0.223983,0.024771
0.339524,0.024194
0.183177,0.036154
0.158354,0.016547
0.421762,0.037614
0.151610,0.015156
0.317273,0.058992
0.225797,0.019719
0.360755,0.033036
0.340792,0.059750
0.343014,0.016302
0.191528,0.038116
0.257265,0.035428
0.212360,0.059851
0.134652,0.035125
0.205261,0.063451
0.416876,0.014666
0.337926,0.021908
0.201666,0.030953
0.302371,0.025643
0.137992,0.032290
0.120195,0.023448
0.284570,0.042161
0.339488,0.032595
0.299515,0.016357
0.317480,0.018249
0.172321,0.036184
0.365797,0.018509
0.196803,0.039677
0.154555,0.012706
0.263233,0.018817
0.190621,0.028805
0.239490,0.060855
0.312888,0.023531
0.258663,0.014735
0.208015,0.048519
0.365522,0.035125
0.273728,0.056361
0.444330,0.019686
0.220943,0.044911
0.166857,0.015334
0.152688,0.020069
0.259561,0.051266
0.304085,0.089056
0.182225,0.026584
0.247757,0.056871
0.245778,0.102889
0.349613,0.020803
0.170048,0.060930
0.122585,0.025589
0.273707,0.106349
0.315557,0.074881
0.581272,0.036801
0.276219,0.036968
0.373269,0.016685
0.150317,0.041445
0.236027,0.017907
0.142643,0.028466
0.239645,0.032532
0.306772,0.108393
0.187478,0.018207
0.193986,0.021434
0.271599,0.081577
0.260353,0.025821
0.209759,0.012605
0.131843,0.023778
0.191244,0.059381
0.200635,0.016979
0.228217,0.045572
0.208419,0.080000
0.176412,0.027658
0.179813,0.065270
0.336152,0.025873
0.314268,0.027909
0.303980,0.044637
0.168860,0.014751
0.322870,0.053292
0.141728,0.042290
0.151823,0.037511
0.227185,0.013337
0.168424,0.013981
0.160885,0.059978
0.510224,0.025185
0.228427,0.041407
0.190001,0.026216
0.316821,0.059709
0.345616,0.036367
0.158570,0.033767
0.302057,0.026478
0.174580,0.012901
0.166339,0.042814
0.150451,0.015943
0.133309,0.025841
0.200450,0.053327
0.492840,0.040699
0.327043,0.022110
0.129612,0.033962
0.142514,0.030862
0.394494,0.024532
0.295629,0.016894
0.213089,0.025123
0.134596,0.025259
0.375295,0.017845
0.381666,0.047576
0.344205,0.042465
0.189002,0.050441
0.237809,0.034286
0.215070,0.052345
0.198232,0.064270
0.329051,0.028487
0.171965,0.021027
0.180204,0.047951
0.320530,0.033753
0.430357,0.023494
0.284818,0.056792
0.158144,0.030749
0.121561,0.025343
0.170655,0.046214
0.176761,0.034596
0.385035,0.018248
0.474149,0.030493
0.178384,0.025790
0.274109,0.020711
0.243722,0.026962
0.303993,0.025341
0.306606,0.093770
0.126560,0.025011
0.233859,0.025522
0.298892,0.019882
0.285368,0.065514
0.284043,0.020472
0.294719,0.081670
0.307741,0.019488
0.390068,0.046724
0.456321,0.026922
0.305381,0.049520
0.204545,0.026154
0.174515,0.028810
0.227675,0.072857
0.294512,0.060513
0.381743,0.014119
0.203062,0.052476
0.371251,0.013267
0.149119,0.044577
0.282254,0.060366
0.392334,0.022871
0.197509,0.012330
0.314901,0.021560
0.203680,0.024449
0.282909,0.050975
0.189187,0.067140
0.277682,0.094706
0.283176,0.051462
0.189583,0.066631
0.197547,0.013721
0.256392,0.015530
0.211526,0.067809
0.222709,0.013281
0.367215,0.035800
0.238668,0.014897
0.136209,0.026955
0.148197,0.019695
0.263709,0.050760
0.463054,0.042619
0.552982,0.035359
0.160671,0.032182
0.131507,0.034470
0.177195,0.035694
0.278039,0.019975
0.368898,0.039705
0.149666,0.020632
0.210225,0.031347
0.194537,0.034405
0.154351,0.038659
0.316212,0.043915
0.155081,0.030171
0.255716,0.017377
0.297815,0.045518
0.249503,0.030557
0.136701,0.022901
0.158104,0.036216
0.352017,0.022434
0.194558,0.030680
0.529676,0.031284
0.274497,0.030789
0.288802,0.056514
0.151466,0.020587
0.328119,0.035489
0.418152,0.027098
0.326834,0.023037
0.366057,0.028457
0.238781,0.079287
0.194183,0.026108
0.261562,0.045324
0.122739,0.027799
0.406879,0.020601
0.278947,0.031764
0.142992,0.030823
0.243650,0.096024
0.303182,0.054464
0.279254,0.068123
0.153374,0.044174
0.315276,0.027340
0.239648,0.027212
0.228894,0.034594
0.178453,0.031157
0.135953,0.032707
0.280901,0.077883
0.275594,0.068108
0.308687,0.030029
0.369767,0.016328
0.320618,0.015852
0.157013,0.018823
0.146665,0.027490
0.170362,0.023084
0.195864,0.017295
0.383056,0.015963
0.451817,0.045758
0.306115,0.028745
0.390088,0.047686
0.126077,0.028047
0.311522,0.098442
0.350518,0.037418
0.288186,0.018444
0.249824,0.026857
0.318925,0.061677
0.320345,0.022011
0.212294,0.045160
0.265249,0.013890
0.123719,0.019493
0.161513,0.031813
0.171411,0.034373
0.347912,0.038469
0.262413,0.101714
0.545399,0.038175
0.459082,0.031101
0.255078,0.026077
0.324868,0.031536
0.317482,0.022267
0.168357,0.035887
0.217697,0.082305
0.235245,0.013788
0.431115,0.020201
0.286294,0.045782
0.189181,0.048471
0.162443,0.023795
0.156408,0.016742
0.269585,0.073360
0.260610,0.079637
0.285376,0.074017
0.192595,0.021583
0.265182,0.022710
0.427804,0.031737
0.123025,0.024382
0.330649,0.015584
0.157564,0.050201
0.344762,0.032483
0.216877,0.023513
0.291820,0.012210
0.144602,0.015316
0.125059,0.024023
0.396971,0.048995
0.223829,0.019806
0.273492,0.055584
0.178123,0.018690
0.225988,0.015872
0.161557,0.016496
0.249894,0.062688
0.394209,0.015548
0.349519,0.046195
0.312409,0.082548
0.138292,0.041794
0.226269,0.012924
0.175424,0.015842
0.201066,0.079067
0.230948,0.014726
0.338026,0.027175
0.264805,0.058277
0.329842,0.018027
0.473242,0.017022
0.181591,0.046231
0.332210,0.020173
0.176284,0.067495
0.176108,0.042337
0.230480,0.034720
0.433051,0.019715
0.140905,0.017969
0.242286,0.046379
0.133548,0.020636
0.176204,0.020284
0.210694,0.031245
0.128992,0.028539
0.213680,0.045934
0.255991,0.032425
0.159940,0.027364
0.430733,0.018493
0.236888,0.026635
0.391262,0.015423
0.169116,0.064672
0.201371,0.019626
0.263397,0.073180
0.288188,0.046201
0.394816,0.015933
0.146585,0.042710
0.233952,0.017691
0.243244,0.081552
0.231653,0.072401
0.482707,0.021937
0.171015,0.044441
0.333047,0.101891
0.222892,0.090966
0.259435,0.055763
0.158416,0.026612
0.206020,0.029130
0.196455,0.046367
0.402704,0.042350
0.374471,0.100934
0.233674,0.025298
0.250488,0.034039
0.431631,0.051593
0.190596,0.026670
0.172970,0.033105
0.253004,0.039734
0.220205,0.022437
0.442054,0.036750
0.126732,0.019897
0.249496,0.052988
0.154500,0.029726
0.299963,0.033861
0.424078,0.022781
0.273454,0.104152
0.207640,0.033733
0.426918,0.036975
0.238677,0.045927
0.219627,0.037992
0.420999,0.047930
0.221028,0.036509
0.178137,0.059906
0.305474,0.024457
0.378149,0.014429
0.335940,0.046549
0.357829,0.047782
0.215845,0.031442
0.318633,0.031188
0.151593,0.031949
0.202865,0.019313
0.396006,0.015915
0.310946,0.022944
0.176517,0.043550
0.333639,0.040967
0.172798,0.059436
0.225057,0.070433
0.221052,0.017164
0.223990,0.035637
0.260913,0.057394
0.228874,0.070295
0.164360,0.026431
0.144604,0.023909
0.279830,0.110426
0.273883,0.025292
0.269946,0.063033
0.309612,0.053218
0.308592,0.029279
0.310443,0.116746
0.144905,0.024074
0.125381,0.042284
0.146285,0.032442
0.309785,0.016468
0.477145,0.028029
0.154645,0.048014
0.328210,0.012868
0.419566,0.015268
0.176795,0.056759
0.209943,0.012130
0.118937,0.019756
0.149406,0.023752
0.247709,0.013969
0.155839,0.053495
0.269276,0.096180
0.189375,0.036401
0.237142,0.030823
0.153572,0.018147
0.189643,0.048871
0.240155,0.019869
0.400961,0.022893
0.350479,0.046771
0.238510,0.027573
0.303531,0.032143
0.292591,0.025007
0.168342,0.014346
0.252626,0.035756
0.284245,0.084971
0.351394,0.018627
0.346200,0.048830
0.185440,0.047684
0.184976,0.073450
0.229644,0.061403
0.318899,0.014207
0.223536,0.036565
0.378703,0.016066
0.224504,0.059105
0.207957,0.016391
0.216460,0.036306
0.479330,0.020978
0.436350,0.032649
0.217418,0.016787
0.158595,0.015030
0.149001,0.023006
0.351681,0.020902
0.145886,0.039458
0.238489,0.040955
0.187375,0.041747
0.265428,0.032468
0.156034,0.015057
0.226271,0.065905
0.177554,0.041812
0.329421,0.016736
0.221418,0.087435
0.152671,0.019115
0.297883,0.022375
0.284852,0.025244
0.257247,0.042824
0.409408,0.035466
0.302439,0.017365
0.221937,0.017752
0.184819,0.055027
0.391441,0.029822
0.145357,0.020253
0.270995,0.014407
0.235305,0.058149
0.333557,0.024925
0.258953,0.044888
0.127624,0.020840
0.138684,0.031000
0.184948,0.040455
0.386609,0.057960
0.210460,0.030023
0.293603,0.046568
0.193695,0.026310
0.495458,0.042444
0.275554,0.019179
0.139978,0.024177
0.268816,0.040580
0.341005,0.051152
0.141016,0.018828
0.153650,0.037692
0.220598,0.041531
0.159081,0.017362
0.489650,0.032362
0.147049,0.030437
0.326817,0.090636
0.302363,0.020235
0.222406,0.017320
0.210961,0.014769
0.122247,0.018569
0.359641,0.012683
0.153008,0.024371
0.484662,0.018088
0.258495,0.033783
0.150628,0.027158
0.196910,0.043479
0.314004,0.032700
0.389556,0.022352
0.220880,0.014311
0.188488,0.047438
0.154232,0.031084
0.162306,0.013123
0.305040,0.042067
0.242909,0.085761
0.258400,0.064955
0.226256,0.015195
0.138284,0.018057
0.187499,0.046880
0.425371,0.014839
0.411888,0.043265
0.225137,0.078450
0.203540,0.073782
0.187852,0.012876
0.209338,0.014818
0.260900,0.028627
0.421862,0.043880
0.283660,0.033623
0.236588,0.062745
0.360880,0.015448
0.163595,0.021805
0.183016,0.023049
0.244520,0.013076
0.254123,0.078823
0.323568,0.084127
0.287739,0.058103
0.327798,0.066288
0.170877,0.032269
0.275587,0.015321
0.244296,0.025375
0.419669,0.021024
0.135874,0.024740
0.177334,0.018746
0.277416,0.037176
0.375823,0.049265
0.329610,0.037633
0.173844,0.014758
0.399389,0.054645
0.352787,0.057920
0.258135,0.067432
0.296721,0.013597
0.247140,0.040228
0.313482,0.067033
0.176933,0.015320
0.252689,0.062361
0.283305,0.021261
0.184673,0.017207
0.224769,0.059967
0.147126,0.037703
0.296762,0.029799
0.394793,0.021341
0.471104,0.014195
0.268397,0.066115
0.209298,0.029068
0.298030,0.039757
0.209245,0.029835
0.201767,0.044010
0.268861,0.052965
0.165474,0.045139
0.150164,0.029604
0.181373,0.068226
0.320252,0.065572
0.187107,0.044207
0.310464,0.023066
0.162916,0.047422
0.305237,0.096012
0.160169,0.018291
0.198784,0.055468
0.380289,0.025816
0.325896,0.034579
0.489501,0.043340
0.270259,0.069428
0.180268,0.035192
0.247156,0.028424
0.354724,0.040134
0.467382,0.031911
0.205381,0.013701
0.524574,0.026415
0.223386,0.088342
0.154087,0.034721
0.124447,0.023454
0.247758,0.089523
0.339074,0.025319
0.148932,0.041370
0.141953,0.033117
0.295501,0.015881
0.156518,0.021352
0.238334,0.051807
0.172082,0.034465
0.215698,0.012190
0.180856,0.032758
0.459484,0.013592
0.484527,0.018035
0.219024,0.029249
0.409736,0.019392
0.156109,0.044108
0.259994,0.061597
0.316910,0.063206
0.134080,0.018464
0.169875,0.012944
0.287563,0.045155
0.134523,0.016573
0.187089,0.044293
0.180210,0.044380
0.184181,0.022707
0.192040,0.041558
0.290484,0.054606
0.189882,0.024862
0.238633,0.091061
0.353643,0.022079
0.145345,0.033563
0.456693,0.017070
0.175602,0.042183
0.225780,0.067673
0.326006,0.065492
0.333119,0.100844
0.242264,0.056182
0.223392,0.060837
0.290016,0.019279
0.131267,0.038877
0.309671,0.021663
0.433147,0.016542
0.231385,0.019191
0.214003,0.024593
0.185732,0.061982
0.178989,0.013420
0.485938,0.046980
0.216647,0.078404
0.220429,0.062846
0.268446,0.019276
0.185290,0.045033
0.273475,0.014825
0.188668,0.037272
0.218282,0.084495
0.182435,0.017932
0.305292,0.016218
0.340582,0.058738
0.274142,0.064146
0.190702,0.032192
0.379845,0.023968
0.223941,0.021036
0.165009,0.017431
0.285381,0.063281
0.235428,0.091990
0.359819,0.022724
0.398544,0.014641
0.314131,0.108422
0.199229,0.044504
0.188695,0.030045
0.231116,0.063965
0.185010,0.040151
0.240362,0.024043
0.149823,0.021614
0.224140,0.016911
0.411601,0.025097
0.127165,0.019858
0.239503,0.066263
0.407200,0.052599
0.186922,0.033590
0.191904,0.034467
0.435815,0.039248
0.156928,0.018016
0.283172,0.071221
0.193029,0.013897
0.121806,0.021414
0.381785,0.029027
0.275324,0.019071
0.151897,0.033448
0.268482,0.014251
0.270305,0.013425
0.277904,0.025932
0.148508,0.026328
0.292820,0.013319
0.225736,0.066239
0.136548,0.038950
0.287711,0.050957
0.288560,0.062829
0.207630,0.032208
0.331338,0.019485
0.266856,0.023636
0.282603,0.029377
0.121254,0.028516
0.320152,0.017733
0.235263,0.022481
0.445654,0.023714
0.322909,0.025468
0.135596,0.033255
0.181987,0.035977
0.164879,0.014461
0.259051,0.021543
0.233398,0.057742
0.353115,0.051949
0.193137,0.058732
0.242189,0.020709
0.214370,0.013206
0.319394,0.022327
0.215382,0.018120
0.144796,0.039421
0.228747,0.013084
0.232551,0.075482
0.228407,0.011709
0.158155,0.020177
0.425442,0.046932
0.214766,0.015773
0.246433,0.041630
0.167330,0.016100
0.262717,0.047745
0.417608,0.024222
0.153969,0.032735
0.209704,0.072524
0.352528,0.023891
0.186329,0.043177
0.424237,0.024948
0.186970,0.013792
0.323878,0.036087
0.288482,0.031252
0.216665,0.027327
0.136492,0.019233
0.416173,0.035718
0.276252,0.063714
0.242589,0.081098
0.127518,0.017163
0.152502,0.017581
0.351353,0.089892
0.243587,0.037293
0.137683,0.024622
0.184289,0.055791
0.276446,0.085730
0.207080,0.082173
0.220805,0.062946
0.198688,0.062902
0.230468,0.048127
0.496306,0.037871
0.165860,0.029527
0.258482,0.072887
0.388981,0.013711
0.248705,0.014179
0.411517,0.022577
0.183824,0.060054
0.140907,0.024212
0.331401,0.069763
0.170658,0.027877
0.259429,0.017143
0.183189,0.015393
0.281298,0.012176
0.230268,0.065432
0.307458,0.032439
0.270150,0.064567
0.294266,0.082180
0.224575,0.020170
0.144429,0.031911
0.150481,0.041044
0.361903,0.017796
0.269417,0.085547
0.166957,0.030361
0.392951,0.020852
0.243348,0.035366
0.422977,0.014296
0.227562,0.025210
0.448330,0.021753
0.237011,0.062456
0.270658,0.072862
0.248656,0.013021
0.147778,0.039347
0.193460,0.040357
0.295476,0.024642
0.330672,0.063524
0.246237,0.018268
0.202019,0.071073
0.265900,0.090694
0.308217,0.043009
0.160153,0.044941
0.172738,0.019416
0.421954,0.027271
0.220555,0.015365
0.307511,0.012955
0.136622,0.020189
0.172800,0.035977
0.275038,0.025640
0.241264,0.071388
0.221316,0.014973
0.118633,0.029014
0.168953,0.014117
0.311963,0.029383
0.219557,0.018126
0.166562,0.043796
0.138050,0.037125
0.329188,0.016112
0.299628,0.040544
0.192314,0.032747
0.199253,0.022054
0.177338,0.041680
0.364031,0.021988
0.103826,0.024411
0.229240,0.016542
0.518930,0.032829
0.231851,0.047498
0.192143,0.016708
0.182273,0.043504
0.130336,0.019318
0.174648,0.028229
0.292653,0.035681
0.181320,0.060600
0.313451,0.026009
0.220644,0.056994
0.356884,0.026981
0.172933,0.053590
0.477673,0.034790
0.183459,0.068380
0.163252,0.059624
0.414131,0.027510
0.133492,0.031040
0.136711,0.021535
0.304288,0.043337
0.253993,0.018728
0.389831,0.016747
0.489571,0.023419
0.274759,0.058645
0.152049,0.038168
0.187245,0.053612
0.486750,0.028587
0.306630,0.049943
0.450816,0.014026
0.175936,0.014980
0.305958,0.078675
0.442431,0.024055
0.225141,0.014443
0.444090,0.043822
0.454576,0.023538
0.350855,0.017128
0.223432,0.060007
0.438428,0.038501
0.135089,0.038515
0.242417,0.012867
0.247443,0.039226
0.199592,0.082275
0.187518,0.045290
0.136405,0.033406
0.150939,0.034375
0.200759,0.025949
0.185342,0.014756
0.367567,0.014891
0.308905,0.086469
0.333400,0.067588
0.273295,0.043994
0.211739,0.018628
0.159072,0.042532
0.143866,0.018238
0.377087,0.021520
0.289550,0.062358
0.133513,0.018275
0.201042,0.025933
0.225486,0.079358
0.276518,0.070274
0.267272,0.024372
0.175011,0.017272
0.212690,0.080234
0.287418,0.064540
0.254937,0.069822
0.262842,0.076422
0.316480,0.021937
0.204596,0.051261
0.236697,0.058022
0.264726,0.059657
0.209468,0.028094
0.391280,0.017833
0.171236,0.046766
0.174007,0.015980
0.320480,0.016078
0.458178,0.044814
0.198971,0.012811
0.188610,0.021942
0.216532,0.035036
0.210947,0.042618
0.336274,0.039325
0.555043,0.029260
0.197380,0.044422
0.437483,0.026215
0.192671,0.020084
0.169109,0.022585
0.176275,0.024386
0.184006,0.071651
0.274280,0.041303
0.141603,0.027157
0.142101,0.032765
0.195727,0.021799
0.238163,0.039714
0.263499,0.094311
0.268956,0.052900
0.320248,0.090995
0.220578,0.047978
0.281992,0.098397
0.192182,0.062697
0.211428,0.024212
0.198579,0.059634
0.381488,0.042928
0.222647,0.044185
0.259462,0.012146
0.302656,0.106891
0.141177,0.024707
0.199856,0.034719
0.235877,0.025229
0.394468,0.032446
0.314294,0.042757
0.189136,0.017690
0.265212,0.015939
0.149737,0.021079
0.383980,0.015402
0.128795,0.017282
0.289934,0.040986
0.140327,0.033041
0.134498,0.020176
0.290582,0.080873
0.136797,0.024268
0.414490,0.028771
0.235111,0.094604
0.367461,0.044116
0.186281,0.017421
0.293579,0.046149
0.284573,0.062366
0.160031,0.052113
0.145943,0.026710
0.392161,0.023887
0.221633,0.066783
0.348332,0.024839
0.266672,0.062627
0.293355,0.052005
0.406574,0.023897
